code	root	parents	filename	title
loo	ncon	kelb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
lol	ncon	mono	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
lom	ncon	loma	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
lor	ncon	teen	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
lop	ncon	kaij	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
loq	ncon	ngir	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
loz	ncon	tswa	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
hem	ncon	luba	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
heh	ncon	benk	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
jub	ncon	krrf	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
jud	ncon	mnmr	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
juk	ncon	krrf	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
juh	ncon	jukn	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bbx	ncon	dual	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
juo	ncon	krrf	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
juw	ncon	jukn	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
cbj	ncon	edki	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
cbo	ncon	jera	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
uiv	ncon	tivd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
igw	ncon	ghuy	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
yom	ncon	koon	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ige	ncon	idom	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
igb	ncon	ebga	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
igl	ncon	igal	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
yor	ncon	edki	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
hwa	ncon	bakw	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
cpn	ncon	sgua	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mny	ncon	maua	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
alf	ncon	bend	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ald	ncon	aval	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ala	ncon	idom	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mnh	ncon	msou	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mnk	ncon	mdws	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
scv	ncon	jera	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mnf	ncon	momo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
zmn	ncon	kele	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
zmb	ncon	leka	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
zmf	ncon	yanz	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
zmz	ncon	sbnd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
zmx	ncon	ngun	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
zms	ncon	kelb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
zmp	ncon	yanz	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
zmq	ncon	enya	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
zmw	ncon	brhu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mpa	ncon	mntw	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fap	ncon	cang	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fak	ncon	wbbd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fah	ncon	unbc	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fan	ncon	ydfn	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fal	ncon	fali	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fam	ncon	famm	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
pbp	ncon	tend	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
pbr	ncon	benk	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
wss	ncon	akan	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
pbl	ncon	jenx	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
pbo	ncon	majp	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
pbn	ncon	yand	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
tek	ncon	teke	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
tem	ncon	temb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nbr	ncon	swpa	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nbp	ncon	ekoi	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nbw	ncon	ngbi	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nbv	ncon	momo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
teg	ncon	teke	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nbo	ncon	loko	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nbm	ncon	bwak	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nbl	ncon	nsot	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nbb	ncon	ekoi	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nba	ncon	chkl	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nbd	ncon	ucnb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
aba	ncon	agnb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
abb	ncon	baaa	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sub	ncon	yakh	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
abi	ncon	agnb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
suk	ncon	suny	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
suj	ncon	rwnr	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
abn	ncon	abuo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
abo	ncon	tivd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
suw	ncon	suny	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
xog	ncon	nyog	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
abr	ncon	akan	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sus	ncon	ssyl	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
abu	ncon	wpta	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
xon	ncon	moba	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kzr	ncon	karg	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sby	ncon	tnga	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kzy	ncon	brhu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kzc	ncon	klgo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kza	ncon	krbr	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ggb	ncon	bass	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kzn	ncon	maua	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kzo	ncon	mber	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fwe	ncon	subi	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
vif	ncon	koon	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
vig	ncon	vieo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
vid	ncon	ziza	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
vin	ncon	rwnr	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
jrr	ncon	wurb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
vit	ncon	ungb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
puu	ncon	sira	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
rkm	ncon	mrkd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
twn	ncon	konj	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
two	ncon	tswa	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
twl	ncon	sona	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
twx	ncon	sona	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dez	ncon	bush	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
klc	ncon	leko	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
deq	ncon	ngbi	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
klo	ncon	yakk	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
klk	ncon	kauu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
klu	ncon	klao	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dek	ncon	unmb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dec	ncon	ngde	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dee	ncon	bass	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
deg	ncon	delt	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
hhr	ncon	here	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
csk	ncon	jolk	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bkf	ncon	leka	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bkg	ncon	gban	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bka	ncon	jenx	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bkc	ncon	bakg	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bkm	ncon	crnb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bko	ncon	bamk	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bkh	ncon	baaa	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bkj	ncon	ngun	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bkt	ncon	lsng	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bkv	ncon	bend	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bkw	ncon	mknj	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bkp	ncon	ngir	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bky	ncon	bend	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ego	ncon	swpb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ega	ncon	egax	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
itm	ncon	ibuo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ffm	ncon	wcfu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
itw	ncon	ibuo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
its	ncon	edki	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
wre	ncon	kure	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
wrn	ncon	ehei	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
pcn	ncon	piat	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
oks	ncon	okoo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
okr	ncon	iokb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
oku	ncon	crnb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
uha	ncon	osse	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
okx	ncon	snwe	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
rwk	ncon	chag	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
rwm	ncon	brhu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
okb	ncon	okob	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
oke	ncon	swdd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
okd	ncon	bcvq	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ynh	ncon	mber	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
yng	ncon	monz	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ife	ncon	edki	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ifm	ncon	teke	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
yns	ncon	yanz	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
izi	ncon	igbo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bxl	ncon	jerj	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ass	ncon	tivd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sbs	ncon	subi	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sbp	ncon	benk	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sbw	ncon	tsog	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mmz	ncon	lsng	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mmu	ncon	yamb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
pug	ncon	wgrs	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
asa	ncon	sham	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
asg	ncon	kamb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sbd	ncon	samo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
diu	ncon	dirk	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sbk	ncon	nyis	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mma	ncon	nige	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sbm	ncon	ziza	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
wlx	ncon	nwov	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
wlc	ncon	swah	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
jer	ncon	jera	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
koh	ncon	mbos	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
koo	ncon	konz	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
koc	ncon	ngem	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
gpa	ncon	nupe	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
koq	ncon	kele	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
jek	ncon	jogo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kou	ncon	buax	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kow	ncon	yand	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kov	ncon	jera	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
tfi	ncon	ajax	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ncp	ncon	nkam	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ncr	ncon	ebbd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ncu	ncon	ngua	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dtk	ncon	dogn	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
aaa	ncon	ghuy	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dtm	ncon	dogn	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
aab	ncon	alum	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
jen	ncon	jenx	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
stj	ncon	samo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dts	ncon	dogn	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dtt	ncon	dogn	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bhy	ncon	brhu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
lie	ncon	ngir	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
lig	ncon	jogo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
lia	ncon	limb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
lin	ncon	lsng	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
lik	ncon	leka	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
efi	ncon	efik	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
lip	ncon	liks	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
efa	ncon	efai	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
liy	ncon	banb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
liz	ncon	ngir	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
uji	ncon	splu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
vmw	ncon	maua	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kad	ncon	nplu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kaj	ncon	scpp	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kao	ncon	mdws	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
kam	ncon	meru	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bzw	ncon	basa	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bzv	ncon	ebbd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
tpm	ncon	wgrs	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bzz	ncon	tivd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bzy	ncon	bend	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bzx	ncon	esbs	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bze	ncon	jena	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bza	ncon	bndi	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bzo	ncon	ngir	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bzm	ncon	ngir	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
cdr	ncon	kamk	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bff	ncon	egmn	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bfd	ncon	ngem	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bfj	ncon	nnnu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bfo	ncon	brfr	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bfm	ncon	crnb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bfl	ncon	bane	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bfp	ncon	ngem	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ymg	ncon	ngir	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ymk	ncon	swah	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
hij	ncon	bafi	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
cry	ncon	jaba	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
tck	ncon	teke	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sev	ncon	snri	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
seq	ncon	snri	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sep	ncon	spmm	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
seg	ncon	miji	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sef	ncon	snri	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
seb	ncon	spmm	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
sen	ncon	spmm	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
seh	ncon	sena	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
wom	ncon	leko	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
wol	ncon	wolf	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
won	ncon	bush	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
wok	ncon	voko	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
wof	ncon	wolf	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
wob	ncon	wobe	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ikp	ncon	ghuy	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ikw	ncon	igbo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ikv	ncon	nplu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ikz	ncon	kure	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ikk	ncon	igbo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
iki	ncon	ikox	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
iko	ncon	ikom	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ktf	ncon	leka	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ikl	ncon	nplu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
tgw	ncon	tgdj	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
tgy	ncon	indt	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
tga	ncon	tait	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
swh	ncon	swah	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
swk	ncon	sena	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
swj	ncon	sira	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dua	ncon	dual	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
swc	ncon	swah	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
swb	ncon	swah	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dud	ncon	duka	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
swf	ncon	ndos	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dux	ncon	bobo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
duz	ncon	duli	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
gmx	ncon	benk	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
dur	ncon	diix	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
eko	ncon	maua	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
nra	ncon	kele	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
boz	ncon	esbs	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
gaa	ncon	gada	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mlb	ncon	yamb	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
iya	ncon	osse	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fuq	ncon	ecfu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mlk	ncon	malo	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
iyo	ncon	tivd	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
mlo	ncon	karm	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fuf	ncon	wcfu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fue	ncon	wcfu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fub	ncon	eful	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fuc	ncon	wful	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fum	ncon	wrng	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fuj	ncon	ehei	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
iyx	ncon	teke	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fuh	ncon	ecfu	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
fui	ncon	eful	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
rin	ncon	ninz	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
rim	ncon	nyil	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
bov	ncon	kpos	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
vor	ncon	yrob	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ewo	ncon	ydfn	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
ewe	ncon	ajax	ALL_Ethnologue15/14316.xml	Niger-Congo: Ethnologue 2005
